row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,5_Ext_blank.mzXML Peak height,13_Brote_50 _ 1mg_3.mzXML Peak height,35_Brote_76_08mg_3.mzXML Peak height,10_QC.mzXML Peak height,52_Brote_14_5mg_3.mzXML Peak height,15_Brote_76_08mg_1.mzXML Peak height,34_Brote_14_5mg_2.mzXML Peak height,11_Callo_52_9mg_3.mzXML Peak height,41_Brote_12_5mg_3.mzXML Peak height,65_QC.mzXML Peak height,17_Brote_33_5 mg_3.mzXML Peak height,49_Brote_27_8 mg_2.mzXML Peak height,40_Brote_6_6mg_2.mzXML Peak height,31_Brote_22_3mg_3.mzXML Peak height,29_Brote_25_ 3 mg_3.mzXML Peak height,30_Brote_33_4mg_2.mzXML Peak height,48_Brote_6_8mg_3.mzXML Peak height,20_Brote_6_6mg_1.mzXML Peak height,60_Brote_50 _ 1mg_1.mzXML Peak height,27_Brote_12_5mg_2.mzXML Peak height,50_Brote_24_ 8mg_1.mzXML Peak height,22_Brote_76_08mg_2.mzXML Peak height,43_Brote_33_5 mg_2.mzXML Peak height,36_Callo_40_2mg_1.mzXML Peak height,45_Callo_52_9mg_2.mzXML Peak height,55_QC.mzXML Peak height,46_Brote_33_4mg_3.mzXML Peak height,64_Brote_25_ 3 mg_2.mzXML Peak height,16_Brote_25_ 3 mg_1.mzXML Peak height,59_Callo_40_2mg_2.mzXML Peak height,9_QC.mzXML Peak height,53_Brote_24_ 8mg_2.mzXML Peak height,39_Callo_52_9mg_1.mzXML Peak height,62_Callo_56_2mg_1.mzXML Peak height,54_Brote_44_2 mg_1.mzXML Peak height,24_Brote_33_4mg_1.mzXML Peak height,12_Brote_14_5mg_1.mzXML Peak height,66_QC.mzXML Peak height,21_QC.mzXML Peak height,51_Brote_33_5 mg_1.mzXML Peak height,19_Brote_22_3mg_2.mzXML Peak height,63_Brote_6_8mg_2.mzXML Peak height,44_QC.mzXML Peak height,58_Brote_22_3mg_1.mzXML Peak height,28_Brote_24_ 8mg_3.mzXML Peak height,57_Brote_27_8 mg_3.mzXML Peak height,37_Brote_27_8 mg_1.mzXML Peak height,25_Brote_44_2 mg_3.mzXML Peak height,47_Brote_12_5mg_1.mzXML Peak height,14_Brote_44_2 mg_2.mzXML Peak height,26_Brote_6_8mg_1.mzXML Peak height,18_Brote_6_6mg_2.mzXML Peak height,38_Callo_40_2mg_3.mzXML Peak height,23_Brote_50 _ 1mg_2.mzXML Peak height,61_Callo_56_2mg_3.mzXML Peak height,32_QC.mzXML Peak height,42_Callo_56_2mg_2.mzXML Peak height,
452,60.9511513743513,4.7605553,,,,,,,,,,,0,0,28930.037,22221.562,0,0,44611.312,0,29295.025,0,23922.547,0,0,0,0,0,0,0,0,34726.516,53944.86,36229.098,0,0,38769.773,0,0,0,35785.53,0,33206.508,52857.723,43135.61,0,0,40563.88,41817.83,0,0,0,28771.426,0,0,0,55400.617,0,0,0,0,0,0,0,0,50153.027,0,0,0,
462,60.95105974403805,4.8160005,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43108.383,28381.55,0,0,0,0,0,0,0,0,27246.404,0,0,0,0,0,0,0,0,0,0,29671.67,0,0,0,0,0,0,0,0,0,0,0,0,41155.355,0,0,0,0,0,
465,60.95038949458427,4.83,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16558.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15537.55,0,0,0,0,0,0,0,0,13360.242,0,0,0,0,0,0,
472,98.01052405052813,4.8568745,,,,,,,,,,,0,0,929.6136,0,0,0,0,0,0,779.4881,0,0,0,0,0,0,0,0,0,0,1535.0,0,0,0,0,1810.0,0,0,0,0,0,1668.0,0,0,0,0,0,0,0,0,0,0,2207.0,0,0,0,0,0,0,0,0,0,1074.3406,0,0,2009.0,0,
492,117.00293558233068,4.9225,,,,,,,,,,,0,0,0,0,1780.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1871.3224,0,0,0,0,0,0,0,0,0,0,0,0,0,1399.1442,0,0,0,0,954.5479,0,0,0,0,0,0,0,0,0,0,
493,117.0059310736902,4.9233336,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1681.1775,0,0,0,0,0,0,1590.0,1244.4103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
502,85.02461316596134,4.9312496,,,,,,,,,,,0,0,0,0,4963.0,0,0,0,0,0,0,0,0,4983.0,0,5452.0,0,0,734.0,0,0,0,5411.0,4500.0,1104.2239,0,4972.0,0,0,927.0,0,0,0,0,804.0,0,0,0,0,0,0,0,684.0,0,0,682.0,4979.0,0,0,0,0,0,4703.0,0,980.34064,0,5113.0,
506,93.99979671066188,4.9483333,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6386.585,0,5485.847,0,0,0,0,0,7891.0054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
511,94.0006598696081,4.96,,,,,,,,,,,0,4972.153,0,3323.7114,11304.455,9378.518,10479.391,0,0,0,0,6893.39,7338.1895,0,0,0,0,8540.978,0,0,0,8759.353,0,0,6083.605,0,0,0,0,0,0,0,5866.7905,0,0,7473.0244,0,0,0,0,4206.97,0,0,0,0,0,7016.3745,7698.0186,5166.99,0,4135.0747,8541.649,5439.6753,6189.15,0,0,0,
512,94.00038809147156,4.963333,,,,,,,,,,,0,0,0,0,0,0,0,0,5333.0566,0,0,0,0,5551.3574,0,7682.957,5183.648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5468.0044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5654.0,0,0,0,0,0,0,0,0,
513,94.00064979206223,4.9658337,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5299.026,0,5043.648,0,0,0,0,0,0,0,0,0,0,0,6232.6006,6247.7466,0,0,0,7797.145,0,0,0,0,0,0,0,0,0,0,0,0,7358.7827,0,
514,94.00016718587298,4.9665,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6276.4497,0,0,0,4641.522,0,0,0,5468.6436,0,0,0,6804.022,0,0,4360.563,0,0,0,0,6767.6714,0,0,0,0,5295.397,0,0,0,4337.85,0,5768.203,0,0,0,0,0,0,0,0,5203.703,0,0,
525,57.0026846429391,5.0183334,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8091.4824,0,0,0,0,11501.953,0,0,0,0,0,0,0,0,0,0,0,0,12015.187,0,
533,71.04535995386058,5.043333,,,,,,,,,,,0,6480.921,0,0,0,6617.2725,6191.0,6541.8354,5376.311,0,0,0,0,0,0,7177.692,0,0,0,5940.745,0,7105.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6647.5137,0,0,0,0,0,0,0,
538,71.04179824710053,5.0466666,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6949.8574,0,0,0,0,7238.305,0,0,6811.925,0,0,0,0,7249.8467,0,0,0,0,7363.1577,6054.3516,0,0,0,0,0,0,0,0,0,0,0,
539,71.04621345495352,5.047857,,,,,,,,,,,0,0,6175.323,4499.285,6755.6157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6963.1123,0,0,0,0,0,0,0,6876.1997,6495.328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6886.139,
540,57.015002640146,5.0483336,,,,,,,,,,,15247.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10380.213,0,0,0,0,0,0,0,0,0,0,0,0,12948.538,0,0,0,0,0,0,0,14306.924,0,0,0,0,0,0,0,0,0,0,0,0,11112.976,57788.0,0,0,0,0,
543,71.04754674911341,5.05,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6729.3677,0,0,0,6374.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6647.728,0,0,0,0,0,0,0,0,0,0,
546,102.99526884149797,5.057143,,,,,,,,,,,0,0,0,0,0,0,0,0,0,3777.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9696.712,0,0,0,0,0,0,0,0,0,0,0,4524.701,0,0,0,1217.0,4163.78,2234.0,0,0,0,0,0,0,0,0,0,0,0,5213.9253,0,
548,96.97690075450669,5.072143,,,,,,,,,,,0,0,0,10055.91,4127.2725,0,0,0,0,0,12716.0,0,0,0,17787.072,0,0,0,0,0,0,0,0,0,0,0,0,0,29152.775,0,0,0,0,0,0,0,47615.15,0,0,0,0,0,0,0,0,0,0,0,0,0,16856.281,0,0,0,0,0,0,
564,96.98701589856387,5.0933337,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3889.3682,0,0,0,0,0,0,0,0,0,0,0,0,6700.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5484.4478,0,0,0,0,0,
569,84.0346284392,5.101667,,,,,,,,,,,0,0,2272.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4314.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4892.4883,
588,57.00019021563461,5.1475,,,,,,,,,,,0,0,0,0,0,0,0,51529.81,0,0,0,0,0,0,0,58180.973,0,0,0,0,107308.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109373.57,0,0,0,0,0,0,0,0,0,0,0,0,
590,57.00059974291722,5.147778,,,,,,,,,,,0,43078.812,44504.41,0,0,0,0,0,0,0,0,66650.56,0,0,0,0,39476.535,0,0,45396.812,0,0,0,0,0,0,0,0,0,0,0,0,0,52517.98,0,0,0,0,0,0,0,0,0,0,0,47412.35,0,0,0,36490.01,0,0,0,51220.523,0,0,0,
595,57.00035775309901,5.15375,,,,,,,,,,,0,0,0,0,0,49979.957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66113.63,0,56549.67,0,55106.832,0,0,0,0,0,0,0,0,59080.824,0,0,0,64447.863,0,0,0,0,0,0,65617.53,0,0,0,0,0,0,0,53481.957,0,0,
596,57.00100905457879,5.1583333,,,,,,,,,,,0,0,0,0,37107.1,0,36592.305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34272.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
602,57.0003588633618,5.17125,,,,,,,,,,,0,0,0,26788.367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15870.187,0,0,0,0,0,0,0,0,0,0,0,18128.633,37321.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
603,57.00039136446966,5.1716666,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,13180.574,0,0,0,0,14331.962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14676.382,0,0,0,0,0,
610,83.001294164322,5.2060003,,,,,,,,,,,0,8897.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18924.719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16167.0,0,0,0,29655.0,0,0,0,0,9268.5625,0,0,0,
615,56.02654513219114,5.24125,,,,,,,,,,,0,0,3114.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2150.4531,0,0,0,0,0,0,0,3035.0,0,0,0,0,0,0,0,0,2174.0,0,
618,71.03611666723785,5.2473073,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,3098.8486,0,0,0,3244.5847,0,0,2812.9163,0,0,3209.1882,0,0,0,0,0,0,0,0,0,3123.213,3196.846,2891.3118,0,0,0,0,0,0,2993.707,0,0,0,3280.615,0,0,3196.0994,0,2921.8052,0,0,0,3308.07,2839.8755,0,0,
623,68.99859841596903,5.2535,,,,,,,,,,,0,0,0,0,8939.919,0,11168.439,0,7426.0,0,0,0,0,0,0,0,11828.709,0,0,7828.686,0,0,4596.0,0,0,0,0,8445.371,9669.316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6059.7363,0,0,0,7653.033,0,0,0,0,
633,83.0006890434902,5.278333,,,,,,,,,,,0,19505.744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8693.741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19164.14,0,0,0,
635,83.00095099789563,5.28375,,,,,,,,,,,0,0,0,0,0,0,0,0,36728.223,0,0,0,0,0,0,0,0,0,0,43370.145,0,0,0,0,0,0,0,0,14665.357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28436.207,0,0,0,0,0,0,0,0,
637,83.00165121766958,5.285,,,,,,,,,,,0,0,0,0,0,0,0,7981.602,0,0,0,0,0,0,0,0,0,0,0,0,14448.15,0,0,0,0,0,0,0,0,0,0,14281.408,0,0,0,0,0,0,0,0,0,0,0,0,20128.543,0,0,0,0,0,0,0,0,0,0,0,0,
639,54.99945200031664,5.286667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6229.229,0,6542.6357,0,0,0,0,0,0,0,0,0,0,7398.695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
643,83.00295456441808,5.2903123,,,,,,,,,,,0,0,0,0,6694.0,0,7346.0,0,0,0,0,0,0,0,13292.318,6935.0,9752.608,0,8739.424,0,0,6423.0,0,7238.0137,0,0,4911.0,10408.077,0,4679.0,0,0,0,0,0,0,0,0,0,4527.0,1790.0,0,0,0,0,0,0,8092.3677,0,0,10198.944,0,7758.4585,0,0,0,0,
644,68.9999614553498,5.2925,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,6400.43,0,0,0,0,6723.121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8897.756,0,0,0,0,0,0,0,0,0,6524.7393,0,0,0,0,0,
651,122.04489902520449,5.3112497,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3022.0615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1378.34,0,0,0,0,0,0,0,0,0,0,0,4277.0,0,0,0,0,2303.1633,0,0,0,
674,122.04992161683491,5.3916664,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,9560.548,0,0,0,0,7729.2637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13231.51,0,0,0,0,0,
678,122.05088955516982,5.4083333,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2699.2622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3121.4128,0,2634.8884,0,0,0,0,
681,118.04700059033259,5.4176474,,,,,,,,,,,0,11005.426,3325.2915,0,0,5882.7983,3747.7976,10290.872,4282.4873,0,0,0,0,0,0,3653.8525,0,0,0,8616.125,0,3663.4233,0,0,0,0,0,0,7291.3853,0,0,0,5015.3623,4823.0854,0,4535.4863,6579.5264,0,0,0,0,0,0,0,0,0,0,0,0,4702.9116,0,0,0,8385.018,0,0,9956.198,
694,95.01024875410559,5.488333,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1153.4584,0,0,0,0,0,0,0,0,0,0,0,1294.5498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1257.4064,0,
699,110.98233386898104,5.536842,,,,,,,,,,,0,0,0,0,1286.0,0,0,0,1697.3105,0,0,873.45996,1561.5116,0,0,0,2650.0,1140.9817,0,1489.3674,885.29224,0,0,0,0,0,899.1618,0,0,1466.0,0,1004.3763,0,1243.2338,0,0,0,0,0,0,0,2162.6323,0,816.02386,0,0,0,0,1778.9618,0,1086.369,1206.2034,0,0,1220.5842,0,1114.3782,
700,110.99201835830114,5.538571,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,651.357,0,1173.0,0,0,0,0,0,0,0,0,0,0,0,775.58124,0,0,0,0,0,0,0,1007.0,0,0,0,0,0,0,0,0,703.4521,698.0948,904.0,0,0,0,0,0,0,0,0,0,0,
705,98.02142194396333,5.56,,,,,,,,,,,0,0,1218.5028,0,0,0,1145.0043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,844.62994,0,1540.0396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
717,111.98555790698855,5.6475,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5290.862,0,0,0,0,3513.4893,0,0,0,0,0,0,0,0,0,0,5319.151,0,0,0,0,0,0,0,0,0,0,0,0,5318.0513,0,0,0,0,0,0,0,0,0,
722,57.0,5.6766667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3421.5483,0,0,0,0,0,0,0,0,0,0,5158.0,0,0,0,0,0,0,0,0,0,0,0,0,3004.2747,0,0,0,0,0,0,0,0,0,0,0,0,
762,67.99624621436816,5.786667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2794.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2435.5151,0,3197.3655,
770,111.99979550054898,5.8767004,,,,,,,,,,,0,3692.708,4375.0664,1691.7094,3542.186,3523.319,2640.2854,3018.2822,4188.523,3218.5894,0,6403.479,1959.0105,3130.793,1698.1344,4156.7373,3198.4512,0,8412.032,3953.6885,10302.913,3649.237,5662.179,5513.767,6517.205,7043.237,5615.071,2832.9968,0,6404.4316,2633.0955,9698.16,6078.9307,0,7146.211,4124.489,0,6220.638,3549.4194,5962.46,1929.0,3390.2366,4971.5327,3769.2246,7005.7847,5978.501,5573.524,6382.084,5048.9053,4024.9722,2108.0,0,5997.797,6150.8135,9429.118,6358.936,7620.51,
775,60.968381656902714,5.9283333,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1610.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,956.0,0,1505.9261,0,0,0,0,0,
781,98.01844697250736,5.9466667,,,,,,,,,,,0,0,0,0,0,0,0,0,1238.8094,655.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419.0356,0,0,0,
790,113.99915292424456,6.0407133,,,,,,,,,,,0,22511.496,7884.039,0,8940.299,13717.52,9866.167,17156.28,13289.037,0,18075.912,8388.237,0,5951.339,9572.538,14193.41,11226.675,0,5069.3325,16297.78,11745.631,13606.946,12370.893,9013.145,7888.7334,0,9073.207,5582.5605,11602.904,4028.0,10036.584,12503.595,10436.359,0,0,14820.059,16049.805,0,8797.319,12083.578,8725.598,0,5636.7095,0,18721.9,0,9681.462,6229.7095,0,8041.9185,15182.338,7164.0,9686.355,20109.98,0,0,8421.267,
791,113.99827192533716,6.0499997,,,,,,,,,,,0,0,0,9130.256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10033.095,0,0,0,0,0,0,8922.762,0,0,0,0,0,0,0,0,
793,71.00342335713682,6.05375,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,6818.606,0,0,0,0,7076.395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6015.328,4523.081,0,0,0,0,0,0,0,0,3457.5576,0,2999.0,0,0,0,0,0,0,0,0,5817.1934,3627.8206,0,
801,98.02884797086168,6.11875,,,,,,,,,,,0,0,2152.0,0,0,0,2030.0,2847.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2301.4753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
810,57.00072081201022,6.155,,,,,,,,,,,0,0,0,0,0,0,0,0,3264.4358,0,0,0,0,0,0,0,0,0,0,3429.9673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3940.4185,0,0,0,
811,56.998992942718836,6.1583333,,,,,,,,,,,0,0,0,0,0,0,2796.7166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2981.3096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2902.3074,0,0,0,0,0,0,
814,54.000148006287596,6.1649995,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1231.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1175.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1130.8022,0,0,
829,91.01448115990905,6.24,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2402.6257,0,0,0,2344.6135,0,0,0,0,0,0,0,0,0,0,0,0,1382.0,0,
838,56.99982864734495,6.2691665,,,,,,,,,,,0,0,0,0,4042.0,0,0,0,0,0,0,2744.4019,0,0,0,0,0,0,0,0,0,0,3076.6265,0,0,0,0,2229.2896,0,0,0,0,0,0,0,0,0,0,0,0,0,2519.996,0,2072.1248,0,0,0,0,0,0,0,0,0,0,0,0,0,
862,56.99994689197794,6.397182,,,,,,,,,,,0,17156.844,14340.415,8993.424,15591.297,18101.184,15672.914,17660.637,18758.01,6636.017,15296.125,17250.564,9875.624,10043.343,11537.113,19314.982,16492.664,10523.159,11486.285,22229.67,23650.572,17887.346,20754.393,16458.045,17041.281,6585.0044,16968.68,9832.81,11918.711,12227.148,14195.596,23676.568,17354.572,10886.778,0,19513.352,13699.376,7359.686,14890.771,19980.7,9997.367,15515.014,12980.04,6643.7935,27088.44,11110.579,15983.795,12628.152,16986.77,12604.846,17437.703,12543.161,17054.986,19549.168,10359.917,10730.279,14347.955,
872,56.00346253432751,6.514546,,,,,,,,,,,0,2817.7048,0,0,2891.2268,3143.251,0,3533.7983,0,0,2080.0942,0,0,0,0,0,0,0,2491.7717,0,0,0,0,4000.162,3823.3936,0,0,0,0,0,0,0,3680.653,0,0,0,2792.649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4142.275,0,0,0,0,
889,85.00120452851385,6.693077,,,,,,,,,,,0,11789.53,0,0,18331.014,0,18162.865,0,0,0,0,0,0,0,14181.909,0,0,0,0,0,0,0,0,34442.324,0,0,0,0,13115.99,21417.018,0,0,0,0,0,0,23901.922,0,10104.283,0,0,0,0,0,0,0,0,0,0,0,11736.757,31737.117,35165.598,12519.002,0,0,0,
893,85.0020724794678,6.7216663,,,,,,,,,,,0,0,0,7071.8223,0,0,0,0,0,0,0,0,30835.742,0,0,0,11052.997,0,0,0,0,0,5961.5947,0,0,5643.0,0,10046.178,0,0,0,0,0,9104.637,0,0,0,0,0,0,0,10963.66,7319.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
895,85.00268957948998,6.7475,,,,,,,,,,,0,0,0,0,0,0,0,0,0,6628.774,0,0,0,0,0,0,0,0,9144.899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6249.196,0,5947.418,0,0,7061.378,0,0,0,0,0,0,0,0,0,0,0,0,6764.245,0,
898,84.00942457725446,6.7681813,,,,,,,,,,,0,0,0,0,0,0,0,0,2578.0,0,0,1334.0,0,0,0,1756.5858,0,0,2567.0,2496.4265,0,0,0,0,0,0,0,0,0,0,0,3618.874,0,0,0,1724.5217,0,0,0,1690.0,0,0,0,0,0,0,1512.9238,1134.0,0,0,0,0,0,0,0,0,4022.4102,
899,84.0094651110937,6.771667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1215.0,0,0,0,0,0,0,0,0,843.0,3616.2188,0,0,0,0,0,0,0,0,0,0,0,0,
901,84.00600016802389,6.78,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2070.788,0,0,2260.3994,0,0,0,0,0,0,0,2660.9106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
906,57.98833876131321,6.7833333,,,,,,,,,,,0,1333.2281,0,0,0,1801.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2068.0,0,0,0,
908,94.98585601265056,6.7916665,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1586.4005,0,0,0,1163.8915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2139.1694,0,0,0,0,0,0,0,0,
922,125.99857264545501,6.841719,,,,,,,,,,,0,21122.527,5084.643,15778.693,0,16394.31,7022.2695,30499.152,8999.558,0,0,0,0,0,14496.933,14596.283,9465.65,0,0,13351.052,8203.152,13817.661,9731.605,5185.0,0,0,5291.0464,0,22488.191,0,9326.133,9140.812,6748.0845,0,0,16683.984,44305.234,0,0,8023.2847,12172.367,7089.013,0,0,24450.41,0,7177.844,0,4554.0,7457.5034,22391.842,0,6033.667,9724.504,0,0,0,
923,54.995989404469015,6.8583336,,,,,,,,,,,0,0,0,0,5315.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4002.465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4860.0,
932,54.996741868709336,6.886667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2951.5808,0,0,2777.51,0,0,0,0,2826.1067,0,0,0,0,0,0,0,0,0,0,0,2447.529,0,0,0,0,2586.0762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3268.3262,0,0,0,0,0,
933,97.00719892327388,6.8869996,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1404.4711,0,0,0,0,0,0,0,0,0,0,1265.0,0,0,0,0,0,0,0,0,0,0,0,0,1449.0,0,0,0,0,0,0,1543.0,1236.0,0,0,0,0,0,0,0,0,0,
